model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly3,FailureA,24:14:14:52.3251,24:15:12:26.1652,44:42.4793,1,1,0
*.Models.Model.Assembly1,FailureA,24:15:00:15.8168,24:15:36:52.1651,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,24:15:53:38.8399,24:16:13:56.9169,11:39.3694,1,5,0
*.Models.Model.Assembly3,FailureA,24:16:01:05.1930,24:16:30:13.4577,57:01.6830,2,1,0
*.Models.Model.Assembly1,FailureA,24:16:01:46.7512,24:17:04:49.4937,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,24:16:25:46.3202,24:17:45:24.5789,1:19:40.3127,2,2,0
*.Models.Model.Assembly1,FailureA,24:17:19:11.0035,24:18:12:24.7380,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,24:18:57:36.8574,24:19:26:46.5370,22:54.4153,1,4,0
*.Models.Model.Assembly3,FailureA,24:19:49:52.0410,24:20:24:58.0833,1:09:59.8857,2,4,0
*.Models.Model.Assembly4,FailureA,24:20:43:00.1705,24:21:11:50.2889,6:50.6601,1,4,0
*.Models.Model.Assembly4,FailureA,24:21:18:46.2718,24:21:34:51.9599,1:13:45.3248,1,6,1
*.Models.Model.Assembly3,FailureA,24:21:38:37.3463,24:21:59:31.9307,1:05:16.5468,1,6,1
*.Models.Model.Assembly4,FailureA,24:23:04:06.9138,24:23:41:41.0106,2:44.0383,1,2,0
*.Models.Model.Assembly3,FailureA,24:23:05:15.9793,25:00:21:31.5957,9:39.9628,1,1,0
*.Models.Model.Assembly1,FailureA,24:23:07:10.4519,25:00:40:17.2425,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,25:00:31:18.5220,25:01:17:36.4377,5:17.5857,1,3,0
*.Models.Model.Assembly4,FailureA,24:23:47:51.4506,25:01:56:42.6655,26:24.4567,1,1,0
*.Models.Model.Assembly3,FailureA,25:01:22:55.6505,25:02:26:32.2044,0.4825,2,1,0
*.Models.Model.Assembly1,FailureA,25:00:41:45.3022,25:03:00:45.3033,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,25:02:26:32.6869,25:03:34:41.4989,3:30:43.1480,1,2,0
*.Models.Model.Assembly1,FailureA,25:03:30:33.1518,25:04:05:53.8425,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,25:04:24:50.5117,25:05:01:21.7509,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,25:04:34:06.9957,25:06:28:36.8211,16:52.0709,2,5,0
*.Models.Model.Assembly1,FailureA,25:05:21:57.9210,25:07:48:50.3070,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,25:07:24:42.1087,25:08:11:51.6322,1:06:53.5978,1,4,0
*.Models.Model.Assembly1,FailureA,25:07:57:32.1242,25:08:51:39.8218,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,25:09:14:53.5374,25:10:07:12.9830,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,25:10:35:07.5750,25:11:37:43.9255,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,25:11:42:03.6561,25:12:23:52.0067,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,25:12:39:07.6046,25:13:22:49.1125,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,25:13:50:51.6463,25:14:16:52.6413,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,25:14:27:32.5990,25:14:45:48.5627,10.7727,1,2,0
*.Models.Model.Assembly1,FailureA,25:14:29:37.6689,25:15:20:21.0248,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,25:14:45:59.3354,25:15:39:49.8376,13:17.2342,1,5,0
*.Models.Model.Assembly1,FailureA,25:15:32:22.1787,25:16:14:14.5935,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,25:15:53:13.5803,25:16:51:04.3994,21:28.4654,1,6,1
*.Models.Model.Assembly3,FailureA,25:16:25:09.8593,25:17:06:19.4735,36:48.0222,1,3,0
*.Models.Model.Assembly1,FailureA,25:17:26:27.9316,25:17:54:29.2396,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,25:17:43:21.5464,25:18:30:38.3447,1:09.1151,1,4,0
*.Models.Model.Assembly4,FailureA,25:17:52:37.6143,25:18:59:56.3502,10:55.3062,2,4,0
*.Models.Model.Assembly3,FailureA,25:18:31:47.4597,25:19:22:36.4136,16:22.5808,1,5,0
*.Models.Model.Assembly3,FailureA,25:19:39:06.2263,25:20:48:09.5071,41:44.5972,2,2,0
*.Models.Model.Assembly4,FailureA,25:20:20:44.6128,25:21:17:27.0326,15:26.8911,1,4,0
*.Models.Model.Assembly3,FailureA,25:21:30:10.5668,25:22:03:00.4577,9:30.4929,1,1,0
*.Models.Model.Assembly4,FailureA,25:21:46:39.8406,25:22:41:48.6450,1:02:50.8018,1,6,1
*.Models.Model.Assembly3,FailureA,25:22:12:34.2049,25:23:22:37.6556,1:04:43.4415,2,3,0
*.Models.Model.Assembly1,FailureA,26:00:00:13.0153,26:00:34:15.6458,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,26:00:27:49.6344,26:01:25:32.7896,32:48.2393,2,3,0
*.Models.Model.Assembly1,FailureA,26:01:21:38.9163,26:01:45:03.6919,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,26:01:53:07.7054,26:02:30:59.1400,3:03:14.1815,1,2,0
*.Models.Model.Assembly3,FailureA,26:01:58:36.0235,26:02:58:58.3905,31:46.7144,2,1,0
*.Models.Model.Assembly1,FailureA,26:03:26:54.1839,26:03:47:02.3731,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,26:03:31:04.1188,26:04:22:09.4556,6:12.3477,2,5,0
*.Models.Model.Assembly1,FailureA,26:04:00:29.0651,26:04:49:34.9817,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,26:04:28:26.8030,26:05:20:56.0201,1:06:19.8502,1,4,0
*.Models.Model.Assembly1,FailureA,26:05:40:01.5246,26:06:15:28.3939,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,26:06:15:41.8854,26:07:09:29.5527,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,26:07:29:28.1329,26:07:54:52.8562,29:32.4223,2,4,0
*.Models.Model.Assembly1,FailureA,26:08:09:03.6741,26:08:39:25.8795,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,26:08:24:36.6683,26:09:21:39.0246,2:19:30.3499,1,1,0
*.Models.Model.Assembly1,FailureA,26:09:08:16.7374,26:09:55:54.4352,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,26:10:23:19.2881,26:10:44:20.1770,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,26:10:47:30.0663,26:11:02:47.8676,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,26:12:27:53.8086,26:13:07:37.4909,36:42.7430,2,3,0
*.Models.Model.Assembly4,FailureA,26:13:17:14.1911,26:13:40:51.3518,13:15.6210,2,3,0
*.Models.Model.Assembly3,FailureA,26:13:44:35.3212,26:14:01:00.5075,33:44.9559,1,4,0
*.Models.Model.Assembly4,FailureA,26:13:54:18.2166,26:15:25:19.9823,3:00.4533,1,1,0
*.Models.Model.Assembly3,FailureA,26:15:10:12.0492,26:16:05:17.9810,4:57.2033,2,2,0
*.Models.Model.Assembly4,FailureA,26:15:28:22.0627,26:16:29:23.0836,14:00.0385,1,3,0
*.Models.Model.Assembly3,FailureA,26:16:10:16.8114,26:17:02:11.4091,9:17.7363,1,6,1
*.Models.Model.Assembly4,FailureA,26:16:43:30.7836,26:17:28:19.5912,7:02.6790,1,3,0
*.Models.Model.Assembly3,FailureA,26:17:11:34.0965,26:17:45:29.1356,26:20.2210,2,3,0
*.Models.Model.Assembly1,FailureA,26:17:18:26.2872,26:18:08:20.8047,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,26:18:25:06.1145,26:19:16:10.9280,14:14.8368,1,1,0
*.Models.Model.Assembly4,FailureA,26:17:35:27.1516,26:19:31:20.4392,1:17:36.8542,2,5,0
*.Models.Model.Assembly3,FailureA,26:19:30:35.3626,26:20:12:22.1059,2:55.3192,1,6,1
*.Models.Model.Assembly3,FailureA,26:20:15:19.0522,26:20:33:09.0917,27:04.8962,1,1,0
*.Models.Model.Assembly4,FailureA,26:20:51:53.9826,26:21:31:24.1665,14:05.9602,1,1,0
*.Models.Model.Assembly3,FailureA,26:21:00:24.7125,26:22:08:42.7683,6:47.8979,1,6,1
*.Models.Model.Assembly4,FailureA,26:21:45:39.6838,26:22:46:49.9023,14:50.2287,1,4,0
*.Models.Model.Assembly3,FailureA,26:22:15:34.7814,26:23:14:43.6327,27:35.3677,2,1,0
*.Models.Model.Assembly4,FailureA,26:23:30:13.5887,26:23:53:58.2934,11:37.4920,1,3,0
*.Models.Model.Assembly3,FailureA,26:23:42:27.1360,27:00:30:23.5069,3:04.1231,1,6,1
*.Models.Model.Assembly3,FailureA,27:00:33:33.2382,27:00:53:29.7533,15:59.3067,1,2,0
*.Models.Model.Assembly3,FailureA,27:01:09:35.5684,27:01:33:25.8357,14.5960,1,4,0
*.Models.Model.Assembly3,FailureA,27:01:33:40.4317,27:02:21:50.9459,7:23.4101,2,2,0
*.Models.Model.Assembly4,FailureA,27:01:10:59.0860,27:03:04:56.1745,52:47.0807,2,5,0
*.Models.Model.Assembly3,FailureA,27:02:29:17.6102,27:03:39:40.1700,1:15:20.1393,2,1,0
*.Models.Model.Assembly1,FailureA,27:04:24:18.0641,27:05:05:22.2002,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,27:05:08:01.6732,27:05:34:19.7229,10:41.1363,2,4,0
*.Models.Model.Assembly3,FailureA,27:05:45:04.1134,27:06:02:31.6932,29:17.5689,1,6,1
*.Models.Model.Assembly4,FailureA,27:06:29:04.3291,27:06:50:06.9222,1:02.1177,1,6,1
*.Models.Model.Assembly3,FailureA,27:06:31:58.9662,27:07:31:06.5523,18:37.9760,2,5,0
*.Models.Model.Assembly4,FailureA,27:06:51:12.4297,27:08:06:24.7122,33:04.3472,2,2,0
*.Models.Model.Assembly3,FailureA,27:07:49:51.0368,27:09:07:44.5690,1:29:03.7967,2,4,0
*.Models.Model.Assembly1,FailureA,27:08:40:25.8187,27:09:33:30.2656,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,27:09:31:29.7101,27:10:15:14.4739,9:47.1427,2,1,0
*.Models.Model.Assembly1,FailureA,27:09:58:36.7661,27:10:35:49.5588,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,27:10:25:09.9899,27:11:09:17.6438,23:58.5718,1,4,0
*.Models.Model.Assembly1,FailureA,27:11:07:51.4897,27:11:30:52.7410,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,27:11:43:21.7381,27:12:28:06.5008,1:08:45.6136,2,4,0
*.Models.Model.Assembly4,FailureA,27:12:27:54.2260,27:12:49:11.1559,1:13:57.7456,1,4,0
*.Models.Model.Assembly1,FailureA,27:13:56:02.4293,27:14:34:26.4674,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,27:15:22:49.7272,27:16:04:44.4246,3:12.5442,1,6,1
*.Models.Model.Assembly1,FailureA,27:15:26:45.9789,27:16:25:03.7492,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,27:16:07:56.9688,27:16:44:38.8935,48:56.4734,1,2,0
*.Models.Model.Assembly1,FailureA,27:16:58:31.3073,27:17:35:29.7471,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,27:17:43:49.0396,27:18:06:06.9652,39:28.4019,1,1,0
*.Models.Model.Assembly1,FailureA,27:18:03:49.5320,27:18:44:53.4949,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,27:18:21:19.8506,27:19:28:00.4010,53:01.9667,1,1,0
*.Models.Model.Assembly1,FailureA,27:18:50:30.8288,27:19:47:21.3703,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,27:20:07:47.6380,27:20:49:35.6562,31:50.1523,2,1,0
*.Models.Model.Assembly1,FailureA,27:20:14:05.5361,27:21:06:27.0077,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,27:21:10:37.3876,27:21:26:51.8542,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,27:21:40:13.0644,27:22:16:19.1531,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,27:22:19:33.4141,27:22:38:23.7560,46:31.9355,1,4,0
*.Models.Model.Assembly1,FailureA,27:22:40:16.7515,27:23:13:27.9805,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,27:23:26:25.3385,28:00:04:17.6561,1:10:41.3128,1,6,1
*.Models.Model.Assembly3,FailureA,27:23:38:36.0050,28:00:35:26.9875,5:13.2090,2,2,0
*.Models.Model.Assembly3,FailureA,28:00:40:42.6901,28:01:20:03.7035,8:02.9614,2,3,0
*.Models.Model.Assembly3,FailureA,28:01:28:12.5248,28:01:46:07.4897,4:48:58.4757,1,6,1
*.Models.Model.Assembly1,FailureA,28:02:14:36.4973,28:02:46:44.9529,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,28:02:59:44.8125,28:03:18:51.3290,37:17.3274,1,3,0
*.Models.Model.Assembly1,FailureA,28:03:14:12.8522,28:03:47:23.6738,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,28:03:56:34.4540,28:04:17:30.0558,23:51.4442,2,1,0
*.Models.Model.Assembly4,FailureA,28:04:41:32.8899,28:05:06:50.1137,13:42.4298,1,2,0
*.Models.Model.Assembly1,FailureA,28:04:58:06.3034,28:05:47:39.7334,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,28:05:20:40.6791,28:06:19:42.9105,50:44.9542,2,4,0
*.Models.Model.Assembly1,FailureA,28:05:51:20.6294,28:06:57:08.1299,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,28:07:03:19.3296,28:08:00:45.7069,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,28:07:53:30.5970,28:08:36:48.8761,1:35:07.4061,1,5,0
*.Models.Model.Assembly1,FailureA,28:08:40:49.0365,28:09:49:08.5847,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,28:10:28:14.1393,28:11:06:40.3838,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,28:11:23:58.8221,28:12:14:03.9554,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,28:12:09:19.3172,28:12:42:12.9829,25:22.9109,2,2,0
*.Models.Model.Assembly3,FailureA,28:13:03:52.5912,28:13:41:10.9736,11.5107,2,3,0
*.Models.Model.Assembly4,FailureA,28:13:39:13.9667,28:14:00:52.9682,31:12.9552,2,3,0
*.Models.Model.Assembly3,FailureA,28:13:41:22.4843,28:14:41:52.5096,18.4397,1,1,0
*.Models.Model.Assembly1,FailureA,28:14:41:00.3497,28:15:00:16.7144,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,28:14:42:10.9493,28:15:43:49.2217,54:47.7589,1,6,1
*.Models.Model.Assembly3,FailureA,28:16:39:07.4787,28:17:36:12.4737,33:54.9556,1,5,0
*.Models.Model.Assembly4,FailureA,28:16:22:49.5608,28:18:18:20.3799,33:29.2702,1,1,0
*.Models.Model.Assembly3,FailureA,28:18:36:19.1732,28:19:03:08.6066,32:55.4394,1,1,0
*.Models.Model.Assembly1,FailureA,28:18:50:36.2043,28:19:29:20.0812,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,28:18:52:16.3102,28:19:54:50.5519,1:32.0470,2,1,0
*.Models.Model.Assembly3,FailureA,28:19:51:28.4297,28:20:20:32.7459,2:04.3929,1,2,0
*.Models.Model.Assembly4,FailureA,28:19:56:24.2260,28:20:59:07.1568,10:01.1535,2,1,0
*.Models.Model.Assembly3,FailureA,28:20:22:38.7660,28:21:14:13.8360,6:40.2544,2,4,0
*.Models.Model.Assembly4,FailureA,28:21:09:13.1917,28:21:49:24.9861,1:34:31.5675,2,1,0
*.Models.Model.Assembly3,FailureA,28:21:20:55.7175,28:22:20:50.8217,36:05.0733,1,6,1
*.Models.Model.Assembly1,FailureA,28:23:14:03.3215,28:23:51:59.0350,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,29:00:06:16.9076,29:00:36:37.6296,3:12.0452,1,4,0
*.Models.Model.Assembly1,FailureA,29:00:19:01.6054,29:01:13:27.1370,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,29:00:39:49.6748,29:01:55:54.0758,10:01.3820,2,3,0
*.Models.Model.Assembly3,FailureA,29:02:06:02.5108,29:02:24:25.0267,7:05.2434,1,4,0
*.Models.Model.Assembly3,FailureA,29:02:31:34.0157,29:03:35:16.4298,19:50.0453,1,3,0
*.Models.Model.Assembly4,FailureA,29:02:17:02.2266,29:03:56:13.1728,23:50.0369,2,2,0
*.Models.Model.Assembly3,FailureA,29:03:55:16.1058,29:05:15:45.1854,11:49.3577,2,1,0
*.Models.Model.Assembly1,FailureA,29:03:58:16.9823,29:05:32:32.2755,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,29:05:27:39.4245,29:06:04:13.8734,33:39.4384,1,6,1
*.Models.Model.Assembly4,FailureA,29:05:35:53.2690,29:06:41:22.9538,2:04:38.0886,2,3,0
*.Models.Model.Assembly1,FailureA,29:05:43:52.1048,29:07:02:10.7765,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,29:07:13:17.3145,29:07:37:49.9824,42:51.5273,2,5,0
*.Models.Model.Assembly3,FailureA,29:08:21:03.0833,29:09:15:41.4054,9:11.8166,2,5,0
*.Models.Model.Assembly1,FailureA,29:08:53:48.7811,29:09:38:44.2538,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,29:09:24:56.4762,29:09:55:11.4185,4:27.8060,1,5,0
*.Models.Model.Assembly1,FailureA,29:09:54:59.0350,29:10:19:17.1769,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,29:09:59:40.8516,29:10:44:02.8301,33:51.1444,2,1,0
*.Models.Model.Assembly1,FailureA,29:10:58:52.3353,29:11:14:18.6044,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,29:11:18:08.3976,29:12:00:59.9228,17:12.7066,1,6,1
*.Models.Model.Assembly3,FailureA,29:12:18:19.1379,29:12:59:29.5707,18:17.5310,1,4,0
*.Models.Model.Assembly1,FailureA,29:12:25:57.0828,29:13:38:52.4849,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,29:13:17:53.6102,29:14:22:43.3674,8:25.2193,2,2,0
*.Models.Model.Assembly1,FailureA,29:13:56:14.2432,29:15:03:15.8698,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,29:14:31:15.6603,29:15:36:23.4201,18:42.0755,2,4,0
*.Models.Model.Assembly3,FailureA,29:15:55:14.5845,29:16:34:03.2855,32:56.1196,1,2,0
*.Models.Model.Assembly4,FailureA,29:16:33:18.3256,29:17:04:26.9606,7:20.7864,1,6,1
*.Models.Model.Assembly1,FailureA,29:16:42:14.3770,29:17:39:33.8691,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,29:17:07:15.7426,29:18:21:14.0486,4:01:29.8798,1,4,0
*.Models.Model.Assembly4,FailureA,29:17:11:51.0013,29:18:39:49.9251,1:18:26.8770,1,2,0
*.Models.Model.Assembly1,FailureA,29:19:21:42.5506,29:19:52:37.4755,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,29:20:08:14.0996,29:20:56:12.3509,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,29:22:32:32.4300,29:23:40:04.6598,1:05:32.3551,2,5,0
*.Models.Model.Assembly1,FailureA,29:22:39:05.6161,30:00:18:17.3820,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,30:01:38:57.0288,30:02:12:36.6632,44:52.8076,2,3,0
*.Models.Model.Assembly3,FailureA,30:02:01:50.9071,30:02:54:03.8277,1:53:44.5656,2,5,0
*.Models.Model.Assembly1,FailureA,30:01:53:46.0667,30:03:27:26.4026,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,30:04:06:49.5667,30:04:29:24.1877,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,30:04:54:39.9589,30:05:14:18.5514,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,30:05:15:31.7693,30:05:42:26.9673,6:32.6993,1,2,0
*.Models.Model.Assembly4,FailureA,30:05:49:02.9208,30:06:08:57.5291,17:39.3191,1,5,0
*.Models.Model.Assembly3,FailureA,30:05:55:25.1925,30:06:29:51.1514,36:42.7465,2,5,0
*.Models.Model.Assembly1,FailureA,30:06:08:24.5600,30:06:48:56.3702,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,30:06:46:06.0620,30:07:12:49.0042,49:37.5342,1,2,0
*.Models.Model.Assembly3,FailureA,30:07:11:49.7342,30:08:04:56.2132,1:01.1641,2,1,0
*.Models.Model.Assembly3,FailureA,30:08:06:01.9790,30:08:26:26.1252,13:00.1060,1,1,0
*.Models.Model.Assembly3,FailureA,30:08:39:31.9805,30:09:04:28.2095,34:56.8218,2,2,0
*.Models.Model.Assembly3,FailureA,30:09:39:38.0483,30:10:12:44.9180,37:15.7258,1,6,1
*.Models.Model.Assembly3,FailureA,30:10:50:20.5752,30:11:09:10.0784,49:53.3545,1,6,1
*.Models.Model.Assembly4,FailureA,30:11:29:31.0690,30:11:57:10.1377,6:35.1959,2,2,0
*.Models.Model.Assembly3,FailureA,30:11:59:19.9864,30:12:33:54.3780,17:30.8537,1,5,0
*.Models.Model.Assembly1,FailureA,30:12:01:16.2815,30:13:09:43.3520,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,30:12:03:48.5879,30:13:36:10.8757,20:15.9084,1,6,1
*.Models.Model.Assembly3,FailureA,30:13:14:14.2602,30:13:56:36.1789,29:45.6281,2,1,0
*.Models.Model.Assembly4,FailureA,30:13:56:38.1739,30:14:12:13.9121,29:27.6500,1,6,1
*.Models.Model.Assembly1,FailureA,30:15:09:48.2075,30:15:38:59.2909,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,30:15:10:34.2248,30:15:55:27.9842,5:49.2602,2,4,0
*.Models.Model.Assembly3,FailureA,30:15:43:15.1648,30:16:28:50.0334,10:08.8201,1,1,0
*.Models.Model.Assembly4,FailureA,30:16:01:23.7317,30:17:00:59.6563,39:47.0819,1,3,0
*.Models.Model.Assembly3,FailureA,30:16:39:02.1078,30:17:23:28.4845,6:14.3203,1,6,1
*.Models.Model.Assembly3,FailureA,30:17:29:44.4320,30:17:58:24.7374,2:30:25.9840,2,1,0
*.Models.Model.Assembly4,FailureA,30:17:41:19.5144,30:19:02:34.0701,6:41.2826,1,2,0
*.Models.Model.Assembly1,FailureA,30:18:36:43.5718,30:19:20:25.0691,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,30:19:09:20.5793,30:19:50:11.6402,25:50.3468,2,3,0
*.Models.Model.Assembly1,FailureA,30:19:42:59.4685,30:20:21:35.9396,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,30:20:16:18.7631,30:20:48:35.5448,34:23.2172,2,2,0
*.Models.Model.Assembly4,FailureA,30:22:02:28.2957,30:22:44:58.4843,28:38.8538,1,1,0
*.Models.Model.Assembly3,FailureA,30:22:40:57.0291,30:23:08:02.3824,1:16:56.8027,2,1,0
*.Models.Model.Assembly1,FailureA,30:23:12:55.9336,30:23:30:12.6560,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,30:23:14:01.0777,30:23:57:04.3097,26:09.4011,1,3,0
*.Models.Model.Assembly1,FailureA,30:23:59:22.6483,31:00:22:45.6316,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,31:00:44:18.5378,31:01:11:34.0784,14:32.7968,1,6,1
*.Models.Model.Assembly4,FailureA,31:00:47:36.6169,31:01:54:33.2360,51:47.6786,2,3,0
*.Models.Model.Assembly3,FailureA,31:01:26:17.0300,31:02:32:38.4983,9:34.4730,1,5,0
*.Models.Model.Assembly3,FailureA,31:02:42:14.6108,31:03:19:04.7686,49:03.2096,1,6,1
*.Models.Model.Assembly3,FailureA,31:04:08:31.0440,31:04:36:30.4949,23:24.8211,1,5,0
*.Models.Model.Assembly1,FailureA,31:04:14:13.6372,31:05:27:55.6590,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,31:05:00:01.8633,31:05:45:59.1637,1:00:00.7347,2,4,0
*.Models.Model.Assembly4,FailureA,31:05:57:06.9997,31:06:29:05.9721,23:18.1238,1,1,0
*.Models.Model.Assembly1,FailureA,31:06:24:57.0438,31:07:05:49.6954,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,31:06:52:39.1187,31:07:38:27.8234,17:53.3091,1,6,1
*.Models.Model.Assembly3,FailureA,31:07:15:52.7879,31:08:23:08.4656,32:19.2049,2,1,0
*.Models.Model.Assembly4,FailureA,31:07:56:37.6049,31:08:57:30.0807,42:54.3090,1,3,0
*.Models.Model.Assembly3,FailureA,31:08:55:42.1673,31:09:41:24.4455,14:18.9029,2,5,0
*.Models.Model.Assembly1,FailureA,31:09:51:04.2390,31:10:10:42.4700,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,31:09:55:48.2298,31:10:51:31.3134,29:21.6934,2,3,0
*.Models.Model.Assembly1,FailureA,31:10:59:24.1527,31:11:41:34.1254,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,31:11:21:06.1604,31:12:10:02.2140,22:29.5505,1,6,1
*.Models.Model.Assembly4,FailureA,31:11:19:46.1404,31:12:44:50.1222,11:16.2439,1,2,0
*.Models.Model.Assembly3,FailureA,31:12:32:41.6628,31:13:10:11.7799,55:23.4720,1,4,0
*.Models.Model.Assembly1,FailureA,31:11:52:03.0345,31:13:39:47.9184,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,31:12:56:16.5023,31:14:17:11.9123,33:43.8455,1,3,0
*.Models.Model.Assembly1,FailureA,31:14:16:48.1870,31:14:44:44.5342,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,31:14:51:17.0460,31:15:11:52.6195,1:38.7145,1,6,1
*.Models.Model.Assembly3,FailureA,31:14:55:38.8690,31:15:51:52.1899,2:56.8459,2,2,0
*.Models.Model.Assembly1,FailureA,31:15:13:20.0288,31:16:26:44.1556,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,31:15:54:49.0358,31:17:06:48.6344,33.5621,1,3,0
*.Models.Model.Assembly4,FailureA,31:15:13:31.3341,31:17:41:50.0042,38:39.3116,2,1,0
*.Models.Model.Assembly3,FailureA,31:17:07:25.5596,31:18:00:21.4196,1:15:42.7108,2,1,0
*.Models.Model.Assembly1,FailureA,31:18:36:09.0438,31:19:02:04.8010,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,31:19:46:46.7529,31:20:17:43.8093,13:15.4482,1,3,0
*.Models.Model.Assembly3,FailureA,31:19:54:31.6227,31:20:40:29.2691,15:08.3356,2,4,0
*.Models.Model.Assembly1,FailureA,31:19:53:58.1261,31:21:06:55.0199,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,31:20:31:10.9185,31:21:45:18.0145,3:56.7495,2,3,0
